x y
700.4627882837336 1302.7065110917724
997.3054935533432 1099.2983871095057
1187.671695549236 1483.7403924438458
188.8741963166028 600.6612438345119
808.1545049381828 188.60996405211492
801.0661719139197 199.36980467745025
798.386038044326 211.65408229541163
601.1443920289367 1001.1433533577501
1404.7761194830553 94.17561152241345
606.8308678917466 1003.2151174030929
998.8748515685613 1103.3684430807916
1012.2436293342806 1094.5247525805135
198.43201468584883 589.9807560551294
1176.824192198651 1498.2004464468853
993.2264474843669 1096.8952956990752
1390.1404336814267 108.4314183397522
1393.8026242677506 95.92988738255875
192.30191942924486 603.1641846615928
970.9282071485435 1092.6165558600944
616.1596344330803 1000.098171908335
597.3499427017267 995.7440816574347
198.87944659847477 587.7287019191485
700.5284604008197 1295.097741398187
203.709235676948 602.4766083226599
693.2897432782979 1292.4503436719465
798.104432904124 196.21189782539602
206.51540136122946 603.829949417819
1403.8782986118758 110.17623323483576
705.9861110827125 1309.3629682187698
1018.700616689279 1111.7920481267804
819.34028965116 176.33611233550374
1007.6487511825592 1112.2114714091872
698.662210639866 1299.8746489974678
711.7355083230252 1300.1082654320176
614.3004407369955 1005.1674365537368
1206.8894314198587 1484.1370526216738
792.5774973342744 199.16412558639212
202.35218487623143 593.0360379291944
807.4628938693204 210.92578202060466
1383.8500103175095 101.36514608012988
1198.2915242407246 1514.292108764368
708.373344321819 1295.0630439333793
610.4179465482674 999.0060260289271
1404.1084727698194 104.437963523086
1191.8068748531236 1492.4116270200761
997.8640086059194 1088.6212865973696
609.5948218253706 1004.3126588920089
594.3784818228959 1010.4474476890329
1389.1828184448855 89.80758944895953
1190.2152669620123 1505.6151818526423
795.0503431536396 213.5980265124415
704.6410416096625 1316.2698580048252
1212.3396220668328 1506.0185130136333
791.7334815203648 204.32560697990394
699.7693885814879 1306.9683687162224
601.5198821162372 996.8614203458346
699.9604176968006 1311.0629851428287
189.67335811892121 596.3860884113494
800.7046959939796 203.94364472558553
595.0114972513728 1006.5046827562861
996.5693394094986 1099.6572507226424
191.35611404774446 612.6347861817312
1199.7339140748668 1491.7923242502088
1188.6721201243838 1512.706475751914
1395.9379093405225 101.05148973156344
202.83832070629754 598.3085923849553
993.7079086468596 1082.9831894194203
1206.4376506100784 1491.7633880414528
1400.0626604593422 91.23968755907343
1399.615398293578 94.18092408255019
